Open,High,Low,Close,Adj_Close,Volume
3095.271729,3265.336914,3000.908203,3001.120117,3001.120117,10645922764
3002.956787,3029.081055,2496.812988,2557.931641,2557.931641,26796291874
2561.145264,2615.247314,2330.247314,2405.181152,2405.181152,27369692036
2406.924316,2542.144775,2381.515137,2535.039063,2535.039063,16481489511
2535.891113,2537.208496,2172.30127,2440.352295,2440.352295,28220804648
2440.393555,2498.50708,2359.384766,2455.935059,2455.935059,16179776932
2455.579102,2705.78418,2417.683105,2468.030273,2468.030273,21229909340
2467.188477,2510.45166,2328.452148,2423.001221,2423.001221,16126522783
2421.646973,2548.778564,2367.83374,2547.092041,2547.092041,14666227351
2546.590576,2627.609375,2526.989746,2597.084717,2597.084717,11172062661
2598.564941,2631.408447,2550.460938,2603.466553,2603.466553,9501221177
2603.263428,2697.735352,2489.072266,2688.278809,2688.278809,13778234614
2687.898926,2802.31543,2682.621826,2792.117188,2792.117188,13194846235
2791.958984,2802.212158,2630.120361,2682.854004,2682.854004,13876301217
2682.226074,2712.482666,2587.783447,2679.162598,2679.162598,12755505065
2681.057617,2983.586914,2675.443848,2983.586914,2983.586914,18987223729
2984.446045,3054.130127,2966.781006,3014.648193,3014.648193,13102093957
3014.959717,3061.26123,2965.429932,3057.476074,3057.476074,9466018022
3057.422119,3182.52832,3002.927002,3142.470703,3142.470703,15197063785
3143.008545,3219.472656,3038.37793,3122.608643,3122.608643,17136080906
3121.182617,3263.155762,3063.160156,3239.457031,3239.457031,13951308490
3240.113037,3271.316162,3070.378174,3077.482178,3077.482178,18629485080
3077.413086,3127.450684,2888.707764,2927.383545,2927.383545,16043881065
2927.386475,2980.079346,2870.177002,2917.362793,2917.362793,11254355757
2916.789551,2947.776611,2845.397705,2883.463379,2883.463379,9054963563
2880.187744,2957.963623,2840.257568,2933.479004,2933.479004,12164552172
2933.729004,3185.520752,2917.857178,3179.877197,3179.877197,13921257873
3180.446777,3181.616943,3055.168213,3127.830078,3127.830078,12352406833
3126.858398,3154.615234,2861.852051,2881.481934,2881.481934,15860206214
2884.340576,2937.308594,2761.643311,2785.727539,2785.727539,15748173433
2784.872803,2826.3479,2707.378418,2763.701172,2763.701172,9774183169
2763.756592,2763.756592,2585.946289,2628.648438,2628.648438,11641437834
2627.665527,2752.458496,2568.254395,2573.816162,2573.816162,18646392740
2572.898682,2648.916748,2510.678711,2639.299316,2639.299316,16360200507
2639.447021,2741.368408,2587.412842,2590.359619,2590.359619,13382637240
2588.16626,2689.047607,2308.914795,2598.067139,2598.067139,29312342666
2598.436279,2821.972412,2579.208008,2764.535645,2764.535645,17208902048
2764.989502,2849.424072,2745.009033,2781.111816,2781.111816,11724648351
2780.504395,2831.125488,2581.615723,2621.801758,2621.801758,16150857254
2621.172119,2929.18042,2586.388184,2919.201172,2919.201172,19266124733
2919.775879,3029.651611,2868.938965,2972.485107,2972.485107,18757425786
2972.471924,3026.868164,2919.943115,2950.118408,2950.118408,16636517503
2950.156738,2964.67334,2797.319336,2834.468994,2834.468994,13091199728
2834.987305,2835.17627,2587.748291,2617.156006,2617.156006,14496939024
2618.473633,2679.102539,2596.98999,2664.831055,2664.831055,8072368396
2664.943604,2673.637207,2555.037354,2555.037354,2555.037354,8872976607
2555.297607,2639.943115,2455.59375,2497.77124,2497.77124,14594098731
2497.721436,2618.166016,2489.755127,2576.747559,2576.747559,13922922903
2577.165283,2761.796387,2573.655273,2729.783447,2729.783447,14173665398
2729.116455,2729.116455,2566.193115,2608.048584,2608.048584,13292477213
2608.27124,2664.558594,2534.688232,2559.562988,2559.562988,12382419582
2559.660645,2606.438721,2559.126953,2574.75415,2574.75415,6532996574
2573.488037,2594.549805,2503.885254,2518.94458,2518.94458,8632000379
2518.486328,2604.034424,2505.299316,2590.696045,2590.696045,11244398839
2590.668945,2662.32959,2515.765869,2620.149658,2620.149658,12861105614
2620.028564,2781.307129,2610.764404,2772.055664,2772.055664,17915109769
2771.964111,2826.160645,2751.560791,2814.854492,2814.854492,12685265194
2814.43457,2973.616211,2774.855713,2945.343018,2945.343018,15830879093
2944.72168,2979.987061,2910.802246,2946.25708,2946.25708,11576463120
2946.547607,2956.965576,2826.107422,2860.459229,2860.459229,12684727326
2860.103271,2954.556641,2838.250488,2897.976563,2897.976563,15206116098
2897.77417,3040.382813,2892.544434,2973.131104,2973.131104,16830539230
2973.14502,3036.752197,2933.306641,3031.067139,3031.067139,16008767658
3031.060791,3118.387695,3012.32666,3108.062012,3108.062012,18070503166
3108.448975,3183.958008,3087.490723,3106.671387,3106.671387,17030503831
3106.405273,3146.825439,3091.825439,3143.178955,3143.178955,8876420740
3143.795654,3291.577637,3129.997803,3291.577637,3291.577637,13431866834
3292.32251,3424.019287,3279.0271,3336.634521,3336.634521,20620450770
3335.02124,3470.186279,3335.02124,3401.987793,3401.987793,19533323636
3401.526123,3435.286133,3349.237061,3385.157959,3385.157959,15302506131
3385.289307,3435.128418,3272.93457,3281.642822,3281.642822,17685495686
3282.576172,3467.555908,3223.891357,3449.552246,3449.552246,20982988937
3449.788574,3521.284668,3442.000244,3445.059326,3445.059326,23571556215
3444.810547,3573.960205,3421.259766,3522.833496,3522.833496,15333808649
3522.36499,3535.148193,3422.000977,3521.241211,3521.241211,18209969743
3521.239746,3546.706787,3410.547607,3411.79248,3411.79248,16681503199
3411.672119,3411.672119,3171.205078,3171.691895,3171.691895,25632563639
3172.197266,3263.474609,3155.581055,3233.274658,3233.274658,16745496605
3233.272461,3301.607422,3179.142334,3192.073975,3192.073975,17557050669
3191.976074,3261.963135,3187.469238,3261.91626,3261.91626,9908112156
3261.291504,3303.003174,3211.866943,3211.866943,3211.866943,10427054790
3209.576904,3214.461914,2962.756592,2981.052246,2981.052246,21891804831
2981.420654,3077.452637,2957.872314,3030.376465,3030.376465,20235707410
3029.87793,3123.575439,3006.481689,3118.344238,3118.344238,16088473629
3117.821777,3139.928711,2988.435303,3019.909424,3019.909424,15821419931
3020.134521,3044.287354,3001.123291,3040.916504,3040.916504,11256651536
3041.123291,3074.886963,3016.421143,3062.310303,3062.310303,8766710365
3061.881836,3075.775879,2989.043945,2993.40332,2993.40332,10463091281
2993.483887,3062.520996,2893.912842,3057.606689,3057.606689,18629381299
3057.570313,3125.084229,3035.535156,3104.106445,3104.106445,14156035096
3103.935059,3157.885742,3045.28833,3077.74585,3077.74585,15547362265
3077.829346,3173.451416,2962.4104,2987.480713,2987.480713,20783591093
2986.938721,3024.854492,2942.358643,2964.835693,2964.835693,16782795477
2964.802246,2975.322754,2926.740234,2938.114014,2938.114014,9116955609
2937.347168,2961.88208,2922.128662,2922.732666,2922.732666,9696829579
2922.990234,3018.415527,2804.50708,3009.393555,3009.393555,22332690614
3008.946289,3026.415039,2786.253174,2808.29834,2808.29834,19052045399
2808.645996,2911.877441,2802.273438,2888.929688,2888.929688,17419284041
2888.849854,2973.13501,2861.821533,2936.940918,2936.940918,18443524633
2936.776611,2943.445801,2782.435303,2815.601807,2815.601807,18771041399
2815.533447,2836.827637,2727.40625,2730.186768,2730.186768,13520941867
2729.994141,2838.704346,2728.078857,2827.756104,2827.756104,15332730152
2827.614014,2874.145996,2785.522949,2857.4104,2857.4104,18609741545
2857.152344,2859.193359,2762.118652,2783.476318,2783.476318,13026093219
2783.131104,2956.686768,2779.273682,2940.644775,2940.644775,18186749944
2940.226563,2948.960693,2704.91626,2749.213135,2749.213135,22642925048
2748.931641,2754.837646,2645.335205,2694.979736,2694.979736,21027599270
2694.991943,2696.652832,2599.523438,2636.093018,2636.093018,13369276367
2636.121826,2638.830566,2498.430176,2517.459961,2517.459961,20802269935
2518.508301,2528.258057,2238.062744,2245.43042,2245.43042,36333567678
2242.650391,2450.760254,2206.756836,2343.510986,2343.510986,38202099639
2342.75415,2441.079346,2018.855591,2072.108643,2072.108643,45743399154
2072.504639,2170.458008,1748.303101,1961.701538,1961.701538,42463486402
1960.122559,2139.713379,1941.975952,2014.418213,2014.418213,24816096567
2014.28064,2063.429932,1956.572998,2056.273926,2056.273926,15457044616
2056.183105,2147.194336,2008.16272,2145.706787,2145.706787,14846088335
2145.836914,2145.836914,1988.811768,2022.725952,2022.725952,21459552191
2022.882324,2113.059814,2015.971558,2090.40918,2090.40918,18509929297
2090.459961,2102.32666,1916.656128,1916.656128,1916.656128,17740965589
1916.149536,2028.388184,1907.020508,2018.336182,2018.336182,18734247914
2018.000122,2054.795898,1926.676758,1961.315674,1961.315674,15892482289
1961.017944,1985.395996,1944.265137,1974.518311,1974.518311,8546822406
1974.670654,2047.191406,1966.038818,2043.170166,2043.170166,10941123403
2042.344727,2080.333496,1964.386597,1972.181885,1972.181885,16434529708
1972.390869,1991.535522,1920.68811,1978.982788,1978.982788,13057109007
1978.677002,2014.369507,1943.938599,1944.827881,1944.827881,13364545730
1945.033325,1962.171143,1759.199585,1803.91333,1803.91333,23458681818
1802.543823,1814.656494,1721.264771,1724.922852,1724.922852,25470760032
1724.635986,1757.941772,1724.635986,1757.941772,1757.941772,23214777872
1792.184448,1818.776611,1765.937378,1812.031006,1812.031006,10642556101
1811.885986,2005.210815,1804.456055,1996.441284,1996.441284,19580808705
1996.408081,2005.490967,1932.352051,1942.328003,1942.328003,18363115560
1942.050659,1965.166626,1776.053223,1823.569336,1823.569336,21037797760
1822.412109,1845.313965,1789.664185,1834.150513,1834.150513,17065041354
1834.13501,1840.058838,1746.509766,1775.078613,1775.078613,14878001811
1775.220825,1810.299683,1751.533325,1801.609497,1801.609497,8677951273
1801.81897,1825.859619,1777.133301,1805.204956,1805.204956,8850385937
1805.635986,1915.030518,1804.990234,1859.289673,1859.289673,16518471852
1859.33374,1862.914917,1729.413574,1814.04834,1814.04834,24020076750
1814.100708,1830.676025,1770.231201,1793.572266,1793.572266,18041476023
1793.512817,1827.293091,1779.867554,1789.82605,1789.82605,12013083393
1789.689941,1797.607788,1663.43396,1665.042236,1665.042236,18504740451
1665.217896,1679.314209,1507.03894,1529.663452,1529.663452,21127089064
1530.189697,1539.705078,1436.18396,1445.216553,1445.216553,23465074882
1443.835449,1448.738037,1181.948242,1204.582764,1204.582764,45162788786
1204.555298,1252.471802,1094.701904,1211.662842,1211.662842,33327826525
1211.365967,1236.627563,1025.684204,1233.206421,1233.206421,37539999450
1233.603516,1246.140625,1058.784546,1067.730713,1067.730713,18907671369
1067.987671,1112.471558,1060.867676,1086.519287,1086.519287,14591486540
1086.37793,1095.16687,896.109009,993.63678,993.63678,21655406608
993.400635,1142.34082,943.116333,1127.656494,1127.656494,21795481981
1127.65625,1159.985352,1066.113159,1127.642456,1127.642456,19739691429
1127.511841,1185.432495,1112.572632,1124.824585,1124.824585,15632089439
1125.372925,1126.261719,1049.763306,1051.421875,1051.421875,15010593493
1051.329346,1146.494263,1050.219604,1143.386719,1143.386719,14657862919
1143.204712,1238.616943,1134.514038,1226.844727,1226.844727,16981552654
1226.724731,1246.394287,1184.562012,1243.446899,1243.446899,12481946184
1242.987549,1272.131226,1199.406372,1199.831665,1199.831665,12096607824
1199.713135,1234.180786,1179.79248,1193.680664,1193.680664,12492225250
1193.254028,1229.739014,1141.159668,1144.579224,1144.579224,14023205651
1144.524414,1152.684814,1092.099121,1098.943848,1098.943848,15386286815
1099.353149,1103.69043,1009.094849,1067.298828,1067.298828,16350755497
1068.316772,1100.223877,1040.150757,1059.767334,1059.767334,17499453625
1060.121216,1073.052612,1033.962158,1066.512817,1066.512817,9935603640
1066.467407,1083.418945,1044.005615,1073.766968,1073.766968,8557248150
1073.794312,1152.943848,1048.396362,1151.059082,1151.059082,13670889311
1150.509766,1165.682739,1086.829956,1134.541016,1134.541016,16195518291
1134.822266,1193.636719,1116.247559,1186.973999,1186.973999,15373536703
